country,year,risk_factor,best
Dominican Republic,2019,all,170
Dominican Republic,2019,all,280
Dominican Republic,2019,all,4500
Dominican Republic,2019,hiv,1100
Dominican Republic,2019,und,770
Dominican Republic,2019,all,1600
Dominican Republic,2019,all,2900
Ecuador,2019,all,420
Ecuador,2019,all,200
Ecuador,2019,all,220
Ecuador,2019,all,88
Ecuador,2019,all,110
Ecuador,2019,all,420
Ecuador,2019,all,1100
Ecuador,2019,all,7500
Ecuador,2019,alc,1000
Ecuador,2019,alc,180
Ecuador,2019,all,2300
Ecuador,2019,all,5200
Ecuador,2019,alc,950
Ecuador,2019,dia,290
Ecuador,2019,dia,92
Ecuador,2019,dia,190
Ecuador,2019,all,500
Ecuador,2019,all,1400
Ecuador,2019,all,380
Ecuador,2019,all,920
Ecuador,2019,all,300
Ecuador,2019,all,660
Ecuador,2019,all,110
Ecuador,2019,all,110
Ecuador,2019,all,310
Ecuador,2019,all,530
Ecuador,2019,all,370
Ecuador,2019,all,650
Ecuador,2019,all,7900
Ecuador,2019,hiv,1100
Ecuador,2019,und,1200
Ecuador,2019,all,2500
Ecuador,2019,all,5500
Egypt,2019,all,900
Egypt,2019,all,430
Egypt,2019,all,470
Egypt,2019,all,160
Egypt,2019,all,200
Egypt,2019,all,850
Egypt,2019,all,1100
Egypt,2019,all,11000
Egypt,2019,alc,330
Egypt,2019,smk,1100
Egypt,2019,alc,20
Egypt,2019,smk,9
Egypt,2019,all,4200
Egypt,2019,all,6500
Egypt,2019,alc,380
Egypt,2019,smk,1200
Egypt,2019,dia,870
Egypt,2019,dia,380
Egypt,2019,dia,490
Egypt,2019,all,830
Egypt,2019,all,1600
Egypt,2019,all,650
Egypt,2019,all,1200
Egypt,2019,all,630
Egypt,2019,all,1000
Egypt,2019,all,270
Egypt,2019,all,270
Egypt,2019,all,540
Egypt,2019,all,830
Egypt,2019,all,710
Egypt,2019,all,780
Egypt,2019,all,12000
Egypt,2019,hiv,120
Egypt,2019,und,1000
Egypt,2019,all,4600
Egypt,2019,all,7000
El Salvador,2019,all,320
El Salvador,2019,all,150
El Salvador,2019,all,170
El Salvador,2019,all,69
El Salvador,2019,all,84
El Salvador,2019,all,85
El Salvador,2019,all,560
El Salvador,2019,all,3400
El Salvador,2019,alc,430
El Salvador,2019,smk,190
El Salvador,2019,alc,59
El Salvador,2019,smk,9
El Salvador,2019,all,780
El Salvador,2019,all,2700
El Salvador,2019,alc,460
El Salvador,2019,smk,250
El Salvador,2019,dia,160
El Salvador,2019,dia,39
El Salvador,2019,dia,120
El Salvador,2019,all,120
El Salvador,2019,all,930
El Salvador,2019,all,120
El Salvador,2019,all,500
El Salvador,2019,all,180
El Salvador,2019,all,260
El Salvador,2019,all,84
El Salvador,2019,all,84
El Salvador,2019,all,120
El Salvador,2019,all,190
El Salvador,2019,all,150
El Salvador,2019,all,220
El Salvador,2019,all,3800
El Salvador,2019,hiv,230
El Salvador,2019,und,620
El Salvador,2019,all,940
El Salvador,2019,all,2800
Equatorial Guinea,2019,all,230
Equatorial Guinea,2019,all,110
Equatorial Guinea,2019,all,120
Equatorial Guinea,2019,all,50
Equatorial Guinea,2019,all,60
Equatorial Guinea,2019,all,200
Equatorial Guinea,2019,all,210
Equatorial Guinea,2019,all,2200
Equatorial Guinea,2019,alc,300
Equatorial Guinea,2019,alc,41
Equatorial Guinea,2019,all,940
Equatorial Guinea,2019,all,1300
Equatorial Guinea,2019,alc,260
Equatorial Guinea,2019,dia,99
Equatorial Guinea,2019,dia,40
Equatorial Guinea,2019,dia,57
Equatorial Guinea,2019,all,270
Equatorial Guinea,2019,all,360
Equatorial Guinea,2019,all,190
Equatorial Guinea,2019,all,350
Equatorial Guinea,2019,all,120
Equatorial Guinea,2019,all,180
Equatorial Guinea,2019,all,61
Equatorial Guinea,2019,all,61
Equatorial Guinea,2019,all,72
Equatorial Guinea,2019,all,99
Equatorial Guinea,2019,all,78
Equatorial Guinea,2019,all,87
Equatorial Guinea,2019,all,2500
Equatorial Guinea,2019,hiv,560
Equatorial Guinea,2019,all,1000
Equatorial Guinea,2019,all,1400
Eritrea,2019,all,430
Eritrea,2019,all,210
Eritrea,2019,all,230
Eritrea,2019,all,92
Eritrea,2019,all,110
Eritrea,2019,all,190
Eritrea,2019,all,250
Eritrea,2019,all,2600
Eritrea,2019,alc,130
Eritrea,2019,smk,80
Eritrea,2019,alc,11
Eritrea,2019,smk,1
Eritrea,2019,all,1200
Eritrea,2019,all,1400
Eritrea,2019,alc,120
Eritrea,2019,smk,80
Eritrea,2019,dia,69
Eritrea,2019,dia,29
Eritrea,2019,dia,39
Eritrea,2019,all,280
Eritrea,2019,all,240
Eritrea,2019,all,240
Eritrea,2019,all,230
Eritrea,2019,all,200
Eritrea,2019,all,220
Eritrea,2019,all,110
Eritrea,2019,all,110
Eritrea,2019,all,150
Eritrea,2019,all,200
Eritrea,2019,all,160
Eritrea,2019,all,240
Eritrea,2019,all,3000
Eritrea,2019,hiv,120
Eritrea,2019,all,1400
Eritrea,2019,all,1600
Estonia,2019,all,1
Estonia,2019,all,0
Estonia,2019,all,1
Estonia,2019,all,0
Estonia,2019,all,1
Estonia,2019,all,1
Estonia,2019,all,0
Estonia,2019,all,170
Estonia,2019,alc,36
Estonia,2019,smk,24
Estonia,2019,alc,4
Estonia,2019,smk,6
Estonia,2019,all,54
Estonia,2019,all,110
Estonia,2019,alc,37
Estonia,2019,smk,19
Estonia,2019,dia,5
Estonia,2019,dia,1
Estonia,2019,dia,4
Estonia,2019,all,9
Estonia,2019,all,15
Estonia,2019,all,5
Estonia,2019,all,18
Estonia,2019,all,8
Estonia,2019,all,26
Estonia,2019,all,0
Estonia,2019,all,0
Estonia,2019,all,8
Estonia,2019,all,33
Estonia,2019,all,23
Estonia,2019,all,21
Estonia,2019,all,170
Estonia,2019,hiv,18
Estonia,2019,und,10
Estonia,2019,all,54
Estonia,2019,all,120
Eswatini,2019,all,350
Eswatini,2019,all,170
Eswatini,2019,all,180
Eswatini,2019,all,81
Eswatini,2019,all,98
Eswatini,2019,all,210
Eswatini,2019,all,350
Eswatini,2019,all,3800
Eswatini,2019,alc,530
Eswatini,2019,smk,180
Eswatini,2019,alc,84
Eswatini,2019,smk,12
Eswatini,2019,all,1600
Eswatini,2019,all,2200
Eswatini,2019,alc,470
Eswatini,2019,smk,190
Eswatini,2019,dia,170
Eswatini,2019,dia,84
Eswatini,2019,dia,83
Eswatini,2019,all,440
Eswatini,2019,all,570
Eswatini,2019,all,410
Eswatini,2019,all,560
Eswatini,2019,all,210
Eswatini,2019,all,330
Eswatini,2019,all,85
Eswatini,2019,all,86
Eswatini,2019,all,120
Eswatini,2019,all,220
Eswatini,2019,all,200
Eswatini,2019,all,190
Eswatini,2019,all,4200
Eswatini,2019,hiv,2100
Eswatini,2019,und,1300
Eswatini,2019,all,1800
Eswatini,2019,all,2400
Ethiopia,2019,all,17000
Ethiopia,2019,all,8400
Ethiopia,2019,all,9000
Ethiopia,2019,all,2900
Ethiopia,2019,all,3500
Ethiopia,2019,all,20000
Ethiopia,2019,all,25000
Ethiopia,2019,all,139000
Ethiopia,2019,alc,7600
Ethiopia,2019,smk,2600
Ethiopia,2019,alc,720
Ethiopia,2019,smk,250
Ethiopia,2019,all,63000
Ethiopia,2019,all,77000
Ethiopia,2019,alc,7200
Ethiopia,2019,smk,2600
Ethiopia,2019,dia,3600
Ethiopia,2019,dia,1500
Ethiopia,2019,dia,2100
Ethiopia,2019,all,15000
Ethiopia,2019,all,18000
Ethiopia,2019,all,10000
Ethiopia,2019,all,13000
Ethiopia,2019,all,7800
Ethiopia,2019,all,9500
Ethiopia,2019,all,5500
Ethiopia,2019,all,5500
Ethiopia,2019,all,5400
Ethiopia,2019,all,6500
Ethiopia,2019,all,4100
Ethiopia,2019,all,5400
Ethiopia,2019,all,157000
Ethiopia,2019,hiv,9600
Ethiopia,2019,und,49000
Ethiopia,2019,all,71000
Ethiopia,2019,all,86000
Fiji,2019,all,150
Fiji,2019,all,59
Fiji,2019,all,95
Fiji,2019,all,15
Fiji,2019,all,44
Fiji,2019,all,30
Fiji,2019,all,30
Fiji,2019,all,440
Fiji,2019,alc,47
Fiji,2019,smk,55
Fiji,2019,alc,7
Fiji,2019,smk,10
Fiji,2019,all,190
Fiji,2019,all,250
Fiji,2019,alc,41
Fiji,2019,smk,46
Fiji,2019,dia,34
Fiji,2019,dia,16
Fiji,2019,dia,18
Fiji,2019,all,40
Fiji,2019,all,59
Fiji,2019,all,26
Fiji,2019,all,39
Fiji,2019,all,32
Fiji,2019,all,43
Fiji,2019,all,44
Fiji,2019,all,51
Fiji,2019,all,31
Fiji,2019,all,38
Fiji,2019,all,29
Fiji,2019,all,40
Fiji,2019,all,590
Fiji,2019,hiv,40
Fiji,2019,und,44
Fiji,2019,all,250
Fiji,2019,all,340
Finland,2019,all,10
Finland,2019,all,5
Finland,2019,all,6
Finland,2019,all,2
Finland,2019,all,2
Finland,2019,all,14
Finland,2019,all,8
Finland,2019,all,250
Finland,2019,alc,40
Finland,2019,smk,23
Finland,2019,alc,7
Finland,2019,smk,8
Finland,2019,all,91
Finland,2019,all,160
Finland,2019,alc,39
Finland,2019,smk,16
Finland,2019,dia,5
Finland,2019,dia,1
Finland,2019,dia,4
Finland,2019,all,20
Finland,2019,all,36
Finland,2019,all,13
Finland,2019,all,15
Finland,2019,all,3
Finland,2019,all,15
Finland,2019,all,2
Finland,2019,all,3
Finland,2019,all,5
Finland,2019,all,17
Finland,2019,all,37
Finland,2019,all,66
Finland,2019,all,260
Finland,2019,hiv,4
Finland,2019,und,13
Finland,2019,all,95
Finland,2019,all,160
France,2019,all,310
France,2019,all,150
France,2019,all,160
France,2019,all,72
France,2019,all,87
France,2019,all,280
France,2019,all,700
France,2019,all,5300
France,2019,alc,740
France,2019,smk,860
France,2019,alc,130
France,2019,smk,300
France,2019,all,1800
France,2019,all,3500
France,2019,alc,720
France,2019,smk,590
France,2019,dia,150
France,2019,dia,41
France,2019,dia,130
France,2019,all,430
France,2019,all,810
France,2019,all,330
France,2019,all,510
France,2019,all,200
France,2019,all,440
France,2019,all,77
France,2019,all,77
France,2019,all,190
France,2019,all,410
France,2019,all,410
France,2019,all,630
France,2019,all,5700
France,2019,hiv,390
France,2019,und,290
France,2019,all,2000
France,2019,all,3700
French Polynesia,2019,all,2
French Polynesia,2019,all,1
French Polynesia,2019,all,1
French Polynesia,2019,all,0
French Polynesia,2019,all,0
French Polynesia,2019,all,7
French Polynesia,2019,all,6
French Polynesia,2019,all,54
French Polynesia,2019,all,26
French Polynesia,2019,all,28
French Polynesia,2019,all,4
French Polynesia,2019,all,4
French Polynesia,2019,all,2
French Polynesia,2019,all,2
French Polynesia,2019,all,6
French Polynesia,2019,all,4
French Polynesia,2019,all,1
French Polynesia,2019,all,1
French Polynesia,2019,all,3
French Polynesia,2019,all,4
French Polynesia,2019,all,3
French Polynesia,2019,all,7
French Polynesia,2019,all,56
French Polynesia,2019,und,4
French Polynesia,2019,all,27
French Polynesia,2019,all,29
Gabon,2019,all,1300
Gabon,2019,all,630
Gabon,2019,all,700
Gabon,2019,all,300
Gabon,2019,all,370
Gabon,2019,all,690
Gabon,2019,all,1000
Gabon,2019,all,10000
Gabon,2019,alc,1400
Gabon,2019,alc,170
Gabon,2019,all,3800
Gabon,2019,all,6200
Gabon,2019,alc,1300
Gabon,2019,dia,470
Gabon,2019,dia,180
Gabon,2019,dia,290
Gabon,2019,all,870
Gabon,2019,all,1500
Gabon,2019,all,870
Gabon,2019,all,1600
Gabon,2019,all,580
Gabon,2019,all,1000
Gabon,2019,all,330
Gabon,2019,all,330
Gabon,2019,all,400
Gabon,2019,all,620
Gabon,2019,all,390
Gabon,2019,all,490
Gabon,2019,all,11000
Gabon,2019,hiv,3500
Gabon,2019,und,2100
Gabon,2019,all,4400
Gabon,2019,all,6900
Gambia,2019,all,320
Gambia,2019,all,150
Gambia,2019,all,170
Gambia,2019,all,68
Gambia,2019,all,82
Gambia,2019,all,200
Gambia,2019,all,550
Gambia,2019,all,3400
Gambia,2019,alc,74
Gambia,2019,smk,260
Gambia,2019,alc,1
Gambia,2019,smk,3
Gambia,2019,all,970
Gambia,2019,all,2400
Gambia,2019,alc,100
Gambia,2019,smk,350
Gambia,2019,dia,140
Gambia,2019,dia,32
Gambia,2019,dia,110
Gambia,2019,all,210
Gambia,2019,all,510
Gambia,2019,all,240
Gambia,2019,all,550
Gambia,2019,all,150
Gambia,2019,all,370
Gambia,2019,all,86
Gambia,2019,all,86
Gambia,2019,all,93
Gambia,2019,all,230
Gambia,2019,all,73
Gambia,2019,all,190
Gambia,2019,all,3700
Gambia,2019,hiv,640
Gambia,2019,und,680
Gambia,2019,all,1100
Gambia,2019,all,2600
Georgia,2019,all,160
Georgia,2019,all,76
Georgia,2019,all,83
Georgia,2019,all,28
Georgia,2019,all,34
Georgia,2019,all,170
Georgia,2019,all,210
Georgia,2019,all,2800
Georgia,2019,alc,270
Georgia,2019,smk,400
Georgia,2019,alc,20
Georgia,2019,smk,26
Georgia,2019,all,930
Georgia,2019,all,1900
Georgia,2019,alc,310
Georgia,2019,smk,430
Georgia,2019,dia,170
Georgia,2019,dia,52
Georgia,2019,dia,120
Georgia,2019,all,240
Georgia,2019,all,350
Georgia,2019,all,160
Georgia,2019,all,360
Georgia,2019,all,100
Georgia,2019,all,390
Georgia,2019,all,49
Georgia,2019,all,49
Georgia,2019,all,98
Georgia,2019,all,350
Georgia,2019,all,160
Georgia,2019,all,210
Georgia,2019,all,3000
Georgia,2019,hiv,50
Georgia,2019,und,440
Georgia,2019,all,1000
Georgia,2019,all,2000
Germany,2019,all,200
Germany,2019,all,96
Germany,2019,all,110
Germany,2019,all,36
Germany,2019,all,62
Germany,2019,all,300
Germany,2019,all,660
Germany,2019,all,4700
Germany,2019,alc,680
Germany,2019,smk,680
Germany,2019,alc,160
Germany,2019,smk,230
Germany,2019,all,1600
Germany,2019,all,3100
Germany,2019,alc,580
Germany,2019,smk,450
Germany,2019,dia,120
Germany,2019,dia,35
Germany,2019,dia,92
Germany,2019,all,370
Germany,2019,all,690
Germany,2019,all,250
Germany,2019,all,440
Germany,2019,all,170
Germany,2019,all,380
Germany,2019,all,60
Germany,2019,all,46
Germany,2019,all,150
Germany,2019,all,340
Germany,2019,all,370
Germany,2019,all,540
Germany,2019,all,4900
Germany,2019,hiv,130
Germany,2019,und,250
Germany,2019,all,1700
Germany,2019,all,3200
Ghana,2019,all,6300
Ghana,2019,all,3000
Ghana,2019,all,3300
Ghana,2019,all,1500
Ghana,2019,all,1900
Ghana,2019,all,2500
Ghana,2019,all,3800
Ghana,2019,all,37000
Ghana,2019,alc,3300
Ghana,2019,smk,730
Ghana,2019,alc,350
Ghana,2019,smk,26
Ghana,2019,all,15000
Ghana,2019,all,22000
Ghana,2019,alc,3200
Ghana,2019,smk,820
Ghana,2019,dia,1200
Ghana,2019,dia,490
Ghana,2019,dia,680
Ghana,2019,all,3100
Ghana,2019,all,4700
Ghana,2019,all,3100
Ghana,2019,all,4600
Ghana,2019,all,2800
Ghana,2019,all,4100
Ghana,2019,all,1400
Ghana,2019,all,1400
Ghana,2019,all,2100
Ghana,2019,all,2900
Ghana,2019,all,1800
Ghana,2019,all,2200
Ghana,2019,all,44000
Ghana,2019,hiv,9300
Ghana,2019,und,4700
Ghana,2019,all,18000
Ghana,2019,all,25000
Greece,2019,all,6
Greece,2019,all,2
Greece,2019,all,3
Greece,2019,all,0
Greece,2019,all,0
Greece,2019,all,9
Greece,2019,all,68
Greece,2019,all,440
Greece,2019,alc,55
Greece,2019,smk,79
Greece,2019,alc,5
Greece,2019,smk,14
Greece,2019,all,110
Greece,2019,all,340
Greece,2019,alc,62
Greece,2019,smk,69
Greece,2019,dia,14
Greece,2019,dia,2
Greece,2019,dia,12
Greece,2019,all,16
Greece,2019,all,70
Greece,2019,all,15
Greece,2019,all,36
Greece,2019,all,15
Greece,2019,all,39
Greece,2019,all,2
Greece,2019,all,3
Greece,2019,all,12
Greece,2019,all,40
Greece,2019,all,44
Greece,2019,all,82
Greece,2019,all,450
Greece,2019,hiv,15
Greece,2019,und,23
Greece,2019,all,110
Greece,2019,all,340
Greenland,2019,all,1
Greenland,2019,all,0
Greenland,2019,all,1
Greenland,2019,all,0
Greenland,2019,all,0
Greenland,2019,all,1
Greenland,2019,all,3
Greenland,2019,all,71
Greenland,2019,all,21
Greenland,2019,all,51
Greenland,2019,all,5
Greenland,2019,all,12
Greenland,2019,all,3
Greenland,2019,all,7
Greenland,2019,all,3
Greenland,2019,all,9
Greenland,2019,all,0
Greenland,2019,all,1
Greenland,2019,all,7
Greenland,2019,all,16
Greenland,2019,all,1
Greenland,2019,all,3
Greenland,2019,all,72
Greenland,2019,all,21
Greenland,2019,all,52
Grenada,2019,all,0
Grenada,2019,all,0
Grenada,2019,all,0
Grenada,2019,all,0
Grenada,2019,all,0
Grenada,2019,all,0
Grenada,2019,all,0
Grenada,2019,all,3
Grenada,2019,alc,0
Grenada,2019,alc,0
Grenada,2019,all,0
Grenada,2019,all,3
Grenada,2019,alc,0
Grenada,2019,dia,0
Grenada,2019,dia,0
Grenada,2019,dia,0
Grenada,2019,all,0
Grenada,2019,all,1
Grenada,2019,all,0
Grenada,2019,all,0
Grenada,2019,all,0
Grenada,2019,all,1
Grenada,2019,all,0
Grenada,2019,all,0
Grenada,2019,all,0
Grenada,2019,all,1
Grenada,2019,all,0
Grenada,2019,all,0
Grenada,2019,all,3
Grenada,2019,all,0
Grenada,2019,all,3
Guam,2019,all,12
Guam,2019,all,12
Guam,2019,all,0
Guam,2019,all,9
Guam,2019,all,0
Guam,2019,all,3
Guam,2019,all,5
Guam,2019,all,79
Guam,2019,all,25
Guam,2019,all,54
Guam,2019,all,2
Guam,2019,all,7
Guam,2019,all,6
Guam,2019,all,5
Guam,2019,all,5
Guam,2019,all,13
Guam,2019,all,2
Guam,2019,all,0
Guam,2019,all,6
Guam,2019,all,5
Guam,2019,all,3
Guam,2019,all,21
Guam,2019,all,91
Guam,2019,all,37
Guam,2019,all,54
Guatemala,2019,all,650
Guatemala,2019,all,310
Guatemala,2019,all,340
Guatemala,2019,all,130
Guatemala,2019,all,160
Guatemala,2019,all,310
Guatemala,2019,all,490
Guatemala,2019,all,4000
Guatemala,2019,alc,500
Guatemala,2019,alc,130
Guatemala,2019,all,1600
Guatemala,2019,all,2300
Guatemala,2019,alc,420
Guatemala,2019,dia,180
Guatemala,2019,dia,79
Guatemala,2019,dia,99
Guatemala,2019,all,350
Guatemala,2019,all,530
Guatemala,2019,all,300
Guatemala,2019,all,460
Guatemala,2019,all,250
Guatemala,2019,all,320
Guatemala,2019,all,180
Guatemala,2019,all,180
Guatemala,2019,all,230
Guatemala,2019,all,260
Guatemala,2019,all,190
Guatemala,2019,all,290
Guatemala,2019,all,4600
Guatemala,2019,hiv,550
Guatemala,2019,und,1200
Guatemala,2019,all,2000
Guatemala,2019,all,2700
Guinea,2019,all,2100
Guinea,2019,all,1000
Guinea,2019,all,1100
Guinea,2019,all,410
Guinea,2019,all,490
Guinea,2019,all,1800
Guinea,2019,all,2500
Guinea,2019,all,20000
Guinea,2019,alc,320
Guinea,2019,alc,0
Guinea,2019,all,7900
Guinea,2019,all,12000
Guinea,2019,alc,390
Guinea,2019,dia,630
Guinea,2019,dia,230
Guinea,2019,dia,410
Guinea,2019,all,1900
Guinea,2019,all,3200
Guinea,2019,all,1500
Guinea,2019,all,2500
Guinea,2019,all,1100
Guinea,2019,all,1800
Guinea,2019,all,610
Guinea,2019,all,610
Guinea,2019,all,860
Guinea,2019,all,1300
Guinea,2019,all,750
Guinea,2019,all,1100
Guinea,2019,all,22000
Guinea,2019,hiv,5200
Guinea,2019,und,6000
Guinea,2019,all,8900
Guinea,2019,all,14000
Guinea-Bissau,2019,all,910
Guinea-Bissau,2019,all,430
Guinea-Bissau,2019,all,480
Guinea-Bissau,2019,all,230
Guinea-Bissau,2019,all,280
Guinea-Bissau,2019,all,400
Guinea-Bissau,2019,all,710
Guinea-Bissau,2019,all,6000
Guinea-Bissau,2019,alc,140
Guinea-Bissau,2019,alc,5
Guinea-Bissau,2019,all,2300
Guinea-Bissau,2019,all,3800
Guinea-Bissau,2019,alc,170
Guinea-Bissau,2019,dia,200
Guinea-Bissau,2019,dia,73
Guinea-Bissau,2019,dia,130
Guinea-Bissau,2019,all,540
Guinea-Bissau,2019,all,950
Guinea-Bissau,2019,all,520
Guinea-Bissau,2019,all,900
Guinea-Bissau,2019,all,340
Guinea-Bissau,2019,all,590
Guinea-Bissau,2019,all,200
Guinea-Bissau,2019,all,200
Guinea-Bissau,2019,all,230
Guinea-Bissau,2019,all,360
Guinea-Bissau,2019,all,230
Guinea-Bissau,2019,all,280
Guinea-Bissau,2019,all,6900
Guinea-Bissau,2019,hiv,2100
Guinea-Bissau,2019,und,2600
Guinea-Bissau,2019,all,2700
Guinea-Bissau,2019,all,4300
Guyana,2019,all,19
Guyana,2019,all,14
Guyana,2019,all,5
Guyana,2019,all,6
Guyana,2019,all,1
Guyana,2019,all,31
Guyana,2019,all,44
Guyana,2019,all,600
Guyana,2019,alc,85
Guyana,2019,smk,38
Guyana,2019,alc,13
Guyana,2019,smk,2
Guyana,2019,all,170
Guyana,2019,all,430
Guyana,2019,alc,83
Guyana,2019,smk,47
Guyana,2019,dia,31
Guyana,2019,dia,9
Guyana,2019,dia,18
Guyana,2019,all,36
Guyana,2019,all,79
Guyana,2019,all,27
Guyana,2019,all,94
Guyana,2019,all,29
Guyana,2019,all,100
Guyana,2019,all,7
Guyana,2019,all,4
Guyana,2019,all,30
Guyana,2019,all,76
Guyana,2019,all,16
Guyana,2019,all,39
Guyana,2019,all,620
Guyana,2019,hiv,110
Guyana,2019,und,93
Guyana,2019,all,180
Guyana,2019,all,440
Haiti,2019,all,2200
Haiti,2019,all,1100
Haiti,2019,all,1200
Haiti,2019,all,530
Haiti,2019,all,640
Haiti,2019,all,2100
Haiti,2019,all,2100
Haiti,2019,all,17000
Haiti,2019,alc,2300
Haiti,2019,smk,750
Haiti,2019,alc,610
Haiti,2019,smk,140
Haiti,2019,all,7500
Haiti,2019,all,9400
Haiti,2019,alc,1800
Haiti,2019,smk,660
Haiti,2019,dia,700
Haiti,2019,dia,310
Haiti,2019,dia,380
Haiti,2019,all,2200
Haiti,2019,all,2800
Haiti,2019,all,1300
Haiti,2019,all,1800
Haiti,2019,all,870
Haiti,2019,all,1200
Haiti,2019,all,530
Haiti,2019,all,530
Haiti,2019,all,560
Haiti,2019,all,820
Haiti,2019,all,500
Haiti,2019,all,670
Haiti,2019,all,19000
Haiti,2019,hiv,2800
Haiti,2019,und,10000
Haiti,2019,all,8600
Haiti,2019,all,11000
Honduras,2019,all,130
Honduras,2019,all,62
Honduras,2019,all,68
Honduras,2019,all,30
Honduras,2019,all,36
Honduras,2019,all,200
Honduras,2019,all,330
Honduras,2019,all,2900
Honduras,2019,alc,380
Honduras,2019,alc,88
Honduras,2019,all,1100
Honduras,2019,all,1800
Honduras,2019,alc,320
Honduras,2019,dia,130
Honduras,2019,dia,52
Honduras,2019,dia,72
Honduras,2019,all,210
Honduras,2019,all,390
Honduras,2019,all,170
Honduras,2019,all,310
Honduras,2019,all,170
Honduras,2019,all,250
Honduras,2019,all,32
Honduras,2019,all,32
Honduras,2019,all,160
Honduras,2019,all,220
Honduras,2019,all,210
Honduras,2019,all,280
Honduras,2019,all,3000
Honduras,2019,hiv,170
Honduras,2019,und,670
Honduras,2019,all,1200
Honduras,2019,all,1800
Hungary,2019,all,12
Hungary,2019,all,6
Hungary,2019,all,6
Hungary,2019,all,2
Hungary,2019,all,3
Hungary,2019,all,13
Hungary,2019,all,21
Hungary,2019,all,600
Hungary,2019,alc,190
Hungary,2019,smk,84
Hungary,2019,alc,31
Hungary,2019,smk,28
Hungary,2019,all,200
Hungary,2019,all,390
Hungary,2019,alc,170
Hungary,2019,smk,62
Hungary,2019,dia,21
Hungary,2019,dia,7
Hungary,2019,dia,16
Hungary,2019,all,34
Hungary,2019,all,44
Hungary,2019,all,23
Hungary,2019,all,53
Hungary,2019,all,32
Hungary,2019,all,85
Hungary,2019,all,3
Hungary,2019,all,2
Hungary,2019,all,41
Hungary,2019,all,110
Hungary,2019,all,58
Hungary,2019,all,84
Hungary,2019,all,610
Hungary,2019,hiv,6
Hungary,2019,und,31
Hungary,2019,all,210
Hungary,2019,all,400
Iceland,2019,all,0
Iceland,2019,all,0
Iceland,2019,all,0
Iceland,2019,all,0
Iceland,2019,all,0
Iceland,2019,all,0
Iceland,2019,all,1
Iceland,2019,all,15
Iceland,2019,alc,1
Iceland,2019,smk,1
Iceland,2019,alc,0
Iceland,2019,smk,0
Iceland,2019,all,7
Iceland,2019,all,8
Iceland,2019,alc,1
Iceland,2019,smk,0
Iceland,2019,dia,0
Iceland,2019,dia,0
Iceland,2019,dia,0
Iceland,2019,all,5
Iceland,2019,all,1
Iceland,2019,all,0
Iceland,2019,all,3
Iceland,2019,all,0
Iceland,2019,all,1
Iceland,2019,all,0
Iceland,2019,all,0
Iceland,2019,all,2
Iceland,2019,all,0
Iceland,2019,all,0
Iceland,2019,all,1
Iceland,2019,all,15
Iceland,2019,hiv,0
Iceland,2019,und,0
Iceland,2019,all,7
Iceland,2019,all,8
India,2019,all,333000
India,2019,all,160000
India,2019,all,174000
India,2019,all,64000
India,2019,all,78000
India,2019,all,268000
India,2019,all,268000
India,2019,all,2300000
India,2019,alc,233000
India,2019,smk,143000
India,2019,alc,9800
India,2019,smk,6700
India,2019,all,850000
India,2019,all,1450000
India,2019,alc,250000
India,2019,smk,160000
India,2019,dia,95000
India,2019,dia,34000
India,2019,dia,63000
India,2019,all,206000
India,2019,all,267000
India,2019,all,127000
India,2019,all,253000
India,2019,all,103000
India,2019,all,256000
India,2019,all,95000
India,2019,all,95000
India,2019,all,84000
India,2019,all,230000
India,2019,all,62000
India,2019,all,179000
India,2019,all,2640000
India,2019,hiv,71000
India,2019,und,639000
India,2019,all,1010000
India,2019,all,1630000
Indonesia,2019,all,142000
Indonesia,2019,all,67000
Indonesia,2019,all,75000
Indonesia,2019,all,33000
Indonesia,2019,all,40000
Indonesia,2019,all,64000
Indonesia,2019,all,60000
Indonesia,2019,all,703000
Indonesia,2019,alc,13000
Indonesia,2019,smk,104000
Indonesia,2019,alc,2000
Indonesia,2019,smk,3100
Indonesia,2019,all,294000
Indonesia,2019,all,409000
Indonesia,2019,alc,13000
Indonesia,2019,smk,101000
Indonesia,2019,dia,26000
Indonesia,2019,dia,11000
Indonesia,2019,dia,14000
Indonesia,2019,all,56000
Indonesia,2019,all,71000
Indonesia,2019,all,52000
Indonesia,2019,all,72000
Indonesia,2019,all,53000
Indonesia,2019,all,80000
Indonesia,2019,all,34000
Indonesia,2019,all,35000
Indonesia,2019,all,43000
Indonesia,2019,all,73000
Indonesia,2019,all,26000
Indonesia,2019,all,54000
Indonesia,2019,all,845000
Indonesia,2019,hiv,17000
Indonesia,2019,und,131000
Indonesia,2019,all,361000
Indonesia,2019,all,484000
Iran (Islamic Republic of),2019,all,620
Iran (Islamic Republic of),2019,all,300
Iran (Islamic Republic of),2019,all,330
Iran (Islamic Republic of),2019,all,130
Iran (Islamic Republic of),2019,all,160
Iran (Islamic Republic of),2019,all,500
Iran (Islamic Republic of),2019,all,550
Iran (Islamic Republic of),2019,all,10000
Iran (Islamic Republic of),2019,alc,230
Iran (Islamic Republic of),2019,smk,560
Iran (Islamic Republic of),2019,alc,10
Iran (Islamic Republic of),2019,smk,36
Iran (Islamic Republic of),2019,all,4600
Iran (Islamic Republic of),2019,all,5400
Iran (Islamic Republic of),2019,alc,210
