country,year,age_group,sex
Lebanon,2019,15-24,m
Lebanon,2019,15plus,a
Lebanon,2019,15plus,a
Lebanon,2019,15plus,a
Lebanon,2019,15plus,f
Lebanon,2019,15plus,f
Lebanon,2019,15plus,f
Lebanon,2019,15plus,m
Lebanon,2019,15plus,m
Lebanon,2019,15plus,m
Lebanon,2019,18plus,a
Lebanon,2019,18plus,f
Lebanon,2019,18plus,m
Lebanon,2019,25-34,f
Lebanon,2019,25-34,m
Lebanon,2019,35-44,f
Lebanon,2019,35-44,m
Lebanon,2019,45-54,f
Lebanon,2019,45-54,m
Lebanon,2019,14-May,f
Lebanon,2019,14-May,m
Lebanon,2019,55-64,f
Lebanon,2019,55-64,m
Lebanon,2019,65plus,f
Lebanon,2019,65plus,m
Lebanon,2019,all,a
Lebanon,2019,all,a
Lebanon,2019,all,a
Lebanon,2019,all,f
Lebanon,2019,all,m
Lesotho,2019,0-14,a
Lesotho,2019,0-14,f
Lesotho,2019,0-14,m
Lesotho,2019,0-4,f
Lesotho,2019,0-4,m
Lesotho,2019,15-24,f
Lesotho,2019,15-24,m
Lesotho,2019,15plus,a
Lesotho,2019,15plus,a
Lesotho,2019,15plus,a
Lesotho,2019,15plus,f
Lesotho,2019,15plus,f
Lesotho,2019,15plus,f
Lesotho,2019,15plus,m
Lesotho,2019,15plus,m
Lesotho,2019,15plus,m
Lesotho,2019,18plus,a
Lesotho,2019,18plus,f
Lesotho,2019,18plus,m
Lesotho,2019,25-34,f
Lesotho,2019,25-34,m
Lesotho,2019,35-44,f
Lesotho,2019,35-44,m
Lesotho,2019,45-54,f
Lesotho,2019,45-54,m
Lesotho,2019,14-May,f
Lesotho,2019,14-May,m
Lesotho,2019,55-64,f
Lesotho,2019,55-64,m
Lesotho,2019,65plus,f
Lesotho,2019,65plus,m
Lesotho,2019,all,a
Lesotho,2019,all,a
Lesotho,2019,all,a
Lesotho,2019,all,f
Lesotho,2019,all,m
Liberia,2019,0-14,a
Liberia,2019,0-14,f
Liberia,2019,0-14,m
Liberia,2019,0-4,f
Liberia,2019,0-4,m
Liberia,2019,15-24,f
Liberia,2019,15-24,m
Liberia,2019,15plus,a
Liberia,2019,15plus,a
Liberia,2019,15plus,a
Liberia,2019,15plus,f
Liberia,2019,15plus,f
Liberia,2019,15plus,f
Liberia,2019,15plus,m
Liberia,2019,15plus,m
Liberia,2019,15plus,m
Liberia,2019,18plus,a
Liberia,2019,18plus,f
Liberia,2019,18plus,m
Liberia,2019,25-34,f
Liberia,2019,25-34,m
Liberia,2019,35-44,f
Liberia,2019,35-44,m
Liberia,2019,45-54,f
Liberia,2019,45-54,m
Liberia,2019,14-May,f
Liberia,2019,14-May,m
Liberia,2019,55-64,f
Liberia,2019,55-64,m
Liberia,2019,65plus,f
Liberia,2019,65plus,m
Liberia,2019,all,a
Liberia,2019,all,a
Liberia,2019,all,a
Liberia,2019,all,f
Liberia,2019,all,m
Libya,2019,0-14,a
Libya,2019,0-14,f
Libya,2019,0-14,m
Libya,2019,0-4,f
Libya,2019,0-4,m
Libya,2019,15-24,f
Libya,2019,15-24,m
Libya,2019,15plus,a
Libya,2019,15plus,a
Libya,2019,15plus,f
Libya,2019,15plus,f
Libya,2019,15plus,m
Libya,2019,15plus,m
Libya,2019,18plus,a
Libya,2019,18plus,f
Libya,2019,18plus,m
Libya,2019,25-34,f
Libya,2019,25-34,m
Libya,2019,35-44,f
Libya,2019,35-44,m
Libya,2019,45-54,f
Libya,2019,45-54,m
Libya,2019,14-May,f
Libya,2019,14-May,m
Libya,2019,55-64,f
Libya,2019,55-64,m
Libya,2019,65plus,f
Libya,2019,65plus,m
Libya,2019,all,a
Libya,2019,all,a
Libya,2019,all,f
Libya,2019,all,m
Lithuania,2019,0-14,a
Lithuania,2019,0-14,f
Lithuania,2019,0-14,m
Lithuania,2019,0-4,f
Lithuania,2019,0-4,m
Lithuania,2019,15-24,f
Lithuania,2019,15-24,m
Lithuania,2019,15plus,a
Lithuania,2019,15plus,a
Lithuania,2019,15plus,a
Lithuania,2019,15plus,f
Lithuania,2019,15plus,f
Lithuania,2019,15plus,f
Lithuania,2019,15plus,m
Lithuania,2019,15plus,m
Lithuania,2019,15plus,m
Lithuania,2019,18plus,a
Lithuania,2019,18plus,f
Lithuania,2019,18plus,m
Lithuania,2019,25-34,f
Lithuania,2019,25-34,m
Lithuania,2019,35-44,f
Lithuania,2019,35-44,m
Lithuania,2019,45-54,f
Lithuania,2019,45-54,m
Lithuania,2019,14-May,f
Lithuania,2019,14-May,m
Lithuania,2019,55-64,f
Lithuania,2019,55-64,m
Lithuania,2019,65plus,f
Lithuania,2019,65plus,m
Lithuania,2019,all,a
Lithuania,2019,all,a
Lithuania,2019,all,a
Lithuania,2019,all,f
Lithuania,2019,all,m
Luxembourg,2019,0-14,a
Luxembourg,2019,0-14,f
Luxembourg,2019,0-14,m
Luxembourg,2019,0-4,f
Luxembourg,2019,0-4,m
Luxembourg,2019,15-24,f
Luxembourg,2019,15-24,m
Luxembourg,2019,15plus,a
Luxembourg,2019,15plus,a
Luxembourg,2019,15plus,a
Luxembourg,2019,15plus,f
Luxembourg,2019,15plus,f
Luxembourg,2019,15plus,f
Luxembourg,2019,15plus,m
Luxembourg,2019,15plus,m
Luxembourg,2019,15plus,m
Luxembourg,2019,18plus,a
Luxembourg,2019,18plus,f
Luxembourg,2019,18plus,m
Luxembourg,2019,25-34,f
Luxembourg,2019,25-34,m
Luxembourg,2019,35-44,f
Luxembourg,2019,35-44,m
Luxembourg,2019,45-54,f
Luxembourg,2019,45-54,m
Luxembourg,2019,14-May,f
Luxembourg,2019,14-May,m
Luxembourg,2019,55-64,f
Luxembourg,2019,55-64,m
Luxembourg,2019,65plus,f
Luxembourg,2019,65plus,m
Luxembourg,2019,all,a
Luxembourg,2019,all,a
Luxembourg,2019,all,a
Luxembourg,2019,all,f
Luxembourg,2019,all,m
Madagascar,2019,0-14,a
Madagascar,2019,0-14,f
Madagascar,2019,0-14,m
Madagascar,2019,0-4,f
Madagascar,2019,0-4,m
Madagascar,2019,15-24,f
Madagascar,2019,15-24,m
Madagascar,2019,15plus,a
Madagascar,2019,15plus,a
Madagascar,2019,15plus,a
Madagascar,2019,15plus,f
Madagascar,2019,15plus,f
Madagascar,2019,15plus,f
Madagascar,2019,15plus,m
Madagascar,2019,15plus,m
Madagascar,2019,15plus,m
Madagascar,2019,18plus,a
Madagascar,2019,18plus,f
Madagascar,2019,18plus,m
Madagascar,2019,25-34,f
Madagascar,2019,25-34,m
Madagascar,2019,35-44,f
Madagascar,2019,35-44,m
Madagascar,2019,45-54,f
Madagascar,2019,45-54,m
Madagascar,2019,14-May,f
Madagascar,2019,14-May,m
Madagascar,2019,55-64,f
Madagascar,2019,55-64,m
Madagascar,2019,65plus,f
Madagascar,2019,65plus,m
Madagascar,2019,all,a
Madagascar,2019,all,a
Madagascar,2019,all,a
Madagascar,2019,all,f
Madagascar,2019,all,m
Malawi,2019,0-14,a
Malawi,2019,0-14,f
Malawi,2019,0-14,m
Malawi,2019,0-4,f
Malawi,2019,0-4,m
Malawi,2019,15-24,f
Malawi,2019,15-24,m
Malawi,2019,15plus,a
Malawi,2019,15plus,a
Malawi,2019,15plus,a
Malawi,2019,15plus,f
Malawi,2019,15plus,f
Malawi,2019,15plus,f
Malawi,2019,15plus,m
Malawi,2019,15plus,m
Malawi,2019,15plus,m
Malawi,2019,18plus,a
Malawi,2019,18plus,f
Malawi,2019,18plus,m
Malawi,2019,25-34,f
Malawi,2019,25-34,m
Malawi,2019,35-44,f
Malawi,2019,35-44,m
Malawi,2019,45-54,f
Malawi,2019,45-54,m
Malawi,2019,14-May,f
Malawi,2019,14-May,m
Malawi,2019,55-64,f
Malawi,2019,55-64,m
Malawi,2019,65plus,f
Malawi,2019,65plus,m
Malawi,2019,all,a
Malawi,2019,all,a
Malawi,2019,all,a
Malawi,2019,all,f
Malawi,2019,all,m
Malaysia,2019,0-14,a
Malaysia,2019,0-14,f
Malaysia,2019,0-14,m
Malaysia,2019,0-4,f
Malaysia,2019,0-4,m
Malaysia,2019,15-24,f
Malaysia,2019,15-24,m
Malaysia,2019,15plus,a
Malaysia,2019,15plus,a
Malaysia,2019,15plus,a
Malaysia,2019,15plus,f
Malaysia,2019,15plus,f
Malaysia,2019,15plus,f
Malaysia,2019,15plus,m
Malaysia,2019,15plus,m
Malaysia,2019,15plus,m
Malaysia,2019,18plus,a
Malaysia,2019,18plus,f
Malaysia,2019,18plus,m
Malaysia,2019,25-34,f
Malaysia,2019,25-34,m
Malaysia,2019,35-44,f
Malaysia,2019,35-44,m
Malaysia,2019,45-54,f
Malaysia,2019,45-54,m
Malaysia,2019,14-May,f
Malaysia,2019,14-May,m
Malaysia,2019,55-64,f
Malaysia,2019,55-64,m
Malaysia,2019,65plus,f
Malaysia,2019,65plus,m
Malaysia,2019,all,a
Malaysia,2019,all,a
Malaysia,2019,all,a
Malaysia,2019,all,f
Malaysia,2019,all,m
Maldives,2019,0-14,a
Maldives,2019,0-14,f
Maldives,2019,0-14,m
Maldives,2019,0-4,f
Maldives,2019,0-4,m
Maldives,2019,15-24,f
Maldives,2019,15-24,m
Maldives,2019,15plus,a
Maldives,2019,15plus,a
Maldives,2019,15plus,f
Maldives,2019,15plus,f
Maldives,2019,15plus,m
Maldives,2019,15plus,m
Maldives,2019,18plus,a
Maldives,2019,18plus,f
Maldives,2019,18plus,m
Maldives,2019,25-34,f
Maldives,2019,25-34,m
Maldives,2019,35-44,f
Maldives,2019,35-44,m
Maldives,2019,45-54,f
Maldives,2019,45-54,m
Maldives,2019,14-May,f
Maldives,2019,14-May,m
Maldives,2019,55-64,f
Maldives,2019,55-64,m
Maldives,2019,65plus,f
Maldives,2019,65plus,m
Maldives,2019,all,a
Maldives,2019,all,a
Maldives,2019,all,a
Maldives,2019,all,f
Maldives,2019,all,m
Mali,2019,0-14,a
Mali,2019,0-14,f
Mali,2019,0-14,m
Mali,2019,0-4,f
Mali,2019,0-4,m
Mali,2019,15-24,f
Mali,2019,15-24,m
Mali,2019,15plus,a
Mali,2019,15plus,a
Mali,2019,15plus,a
Mali,2019,15plus,f
Mali,2019,15plus,f
Mali,2019,15plus,f
Mali,2019,15plus,m
Mali,2019,15plus,m
Mali,2019,15plus,m
Mali,2019,18plus,a
Mali,2019,18plus,f
Mali,2019,18plus,m
Mali,2019,25-34,f
Mali,2019,25-34,m
Mali,2019,35-44,f
Mali,2019,35-44,m
Mali,2019,45-54,f
Mali,2019,45-54,m
Mali,2019,14-May,f
Mali,2019,14-May,m
Mali,2019,55-64,f
Mali,2019,55-64,m
Mali,2019,65plus,f
Mali,2019,65plus,m
Mali,2019,all,a
Mali,2019,all,a
Mali,2019,all,a
Mali,2019,all,f
Mali,2019,all,m
Malta,2019,0-14,a
Malta,2019,0-14,f
Malta,2019,0-14,m
Malta,2019,0-4,f
Malta,2019,0-4,m
Malta,2019,15-24,f
Malta,2019,15-24,m
Malta,2019,15plus,a
Malta,2019,15plus,a
Malta,2019,15plus,a
Malta,2019,15plus,f
Malta,2019,15plus,f
Malta,2019,15plus,f
Malta,2019,15plus,m
Malta,2019,15plus,m
Malta,2019,15plus,m
Malta,2019,18plus,a
Malta,2019,18plus,f
Malta,2019,18plus,m
Malta,2019,25-34,f
Malta,2019,25-34,m
Malta,2019,35-44,f
Malta,2019,35-44,m
Malta,2019,45-54,f
Malta,2019,45-54,m
Malta,2019,14-May,f
Malta,2019,14-May,m
Malta,2019,55-64,f
Malta,2019,55-64,m
Malta,2019,65plus,f
Malta,2019,65plus,m
Malta,2019,all,a
Malta,2019,all,a
Malta,2019,all,a
Malta,2019,all,f
Malta,2019,all,m
Marshall Islands,2019,0-14,a
Marshall Islands,2019,0-14,f
Marshall Islands,2019,0-14,m
Marshall Islands,2019,0-4,f
Marshall Islands,2019,0-4,m
Marshall Islands,2019,15-24,f
Marshall Islands,2019,15-24,m
Marshall Islands,2019,15plus,a
Marshall Islands,2019,15plus,f
Marshall Islands,2019,15plus,m
Marshall Islands,2019,18plus,a
Marshall Islands,2019,18plus,f
Marshall Islands,2019,18plus,m
Marshall Islands,2019,25-34,f
Marshall Islands,2019,25-34,m
Marshall Islands,2019,35-44,f
Marshall Islands,2019,35-44,m
Marshall Islands,2019,45-54,f
Marshall Islands,2019,45-54,m
Marshall Islands,2019,14-May,f
Marshall Islands,2019,14-May,m
Marshall Islands,2019,55-64,f
Marshall Islands,2019,55-64,m
Marshall Islands,2019,65plus,f
Marshall Islands,2019,65plus,m
Marshall Islands,2019,all,a
Marshall Islands,2019,all,f
Marshall Islands,2019,all,m
Mauritania,2019,0-14,a
Mauritania,2019,0-14,f
Mauritania,2019,0-14,m
Mauritania,2019,0-4,f
Mauritania,2019,0-4,m
Mauritania,2019,15-24,f
Mauritania,2019,15-24,m
Mauritania,2019,15plus,a
Mauritania,2019,15plus,a
Mauritania,2019,15plus,f
Mauritania,2019,15plus,f
Mauritania,2019,15plus,m
Mauritania,2019,15plus,m
Mauritania,2019,18plus,a
Mauritania,2019,18plus,f
Mauritania,2019,18plus,m
Mauritania,2019,25-34,f
Mauritania,2019,25-34,m
Mauritania,2019,35-44,f
Mauritania,2019,35-44,m
Mauritania,2019,45-54,f
Mauritania,2019,45-54,m
Mauritania,2019,14-May,f
Mauritania,2019,14-May,m
Mauritania,2019,55-64,f
Mauritania,2019,55-64,m
Mauritania,2019,65plus,f
Mauritania,2019,65plus,m
Mauritania,2019,all,a
Mauritania,2019,all,a
Mauritania,2019,all,a
Mauritania,2019,all,f
Mauritania,2019,all,m
Mauritius,2019,0-14,a
Mauritius,2019,0-14,f
Mauritius,2019,0-14,m
Mauritius,2019,0-4,f
Mauritius,2019,0-4,m
Mauritius,2019,15-24,f
Mauritius,2019,15-24,m
Mauritius,2019,15plus,a
Mauritius,2019,15plus,a
Mauritius,2019,15plus,a
Mauritius,2019,15plus,f
Mauritius,2019,15plus,f
Mauritius,2019,15plus,f
Mauritius,2019,15plus,m
Mauritius,2019,15plus,m
Mauritius,2019,15plus,m
Mauritius,2019,18plus,a
Mauritius,2019,18plus,f
Mauritius,2019,18plus,m
Mauritius,2019,25-34,f
Mauritius,2019,25-34,m
Mauritius,2019,35-44,f
Mauritius,2019,35-44,m
Mauritius,2019,45-54,f
Mauritius,2019,45-54,m
Mauritius,2019,14-May,f
Mauritius,2019,14-May,m
Mauritius,2019,55-64,f
Mauritius,2019,55-64,m
Mauritius,2019,65plus,f
Mauritius,2019,65plus,m
Mauritius,2019,all,a
Mauritius,2019,all,a
Mauritius,2019,all,a
Mauritius,2019,all,f
Mauritius,2019,all,m
Mexico,2019,0-14,a
Mexico,2019,0-14,f
Mexico,2019,0-14,m
Mexico,2019,0-4,f
Mexico,2019,0-4,m
Mexico,2019,15-24,f
Mexico,2019,15-24,m
Mexico,2019,15plus,a
Mexico,2019,15plus,a
Mexico,2019,15plus,a
Mexico,2019,15plus,f
Mexico,2019,15plus,f
Mexico,2019,15plus,f
Mexico,2019,15plus,m
Mexico,2019,15plus,m
Mexico,2019,15plus,m
Mexico,2019,18plus,a
Mexico,2019,18plus,f
Mexico,2019,18plus,m
Mexico,2019,25-34,f
Mexico,2019,25-34,m
Mexico,2019,35-44,f
Mexico,2019,35-44,m
Mexico,2019,45-54,f
Mexico,2019,45-54,m
Mexico,2019,14-May,f
Mexico,2019,14-May,m
Mexico,2019,55-64,f
Mexico,2019,55-64,m
Mexico,2019,65plus,f
Mexico,2019,65plus,m
Mexico,2019,all,a
Mexico,2019,all,a
Mexico,2019,all,a
Mexico,2019,all,f
Mexico,2019,all,m
Micronesia (Federated States of),2019,0-14,a
Micronesia (Federated States of),2019,0-14,f
Micronesia (Federated States of),2019,0-14,m
Micronesia (Federated States of),2019,0-4,f
Micronesia (Federated States of),2019,0-4,m
Micronesia (Federated States of),2019,15-24,f
Micronesia (Federated States of),2019,15-24,m
Micronesia (Federated States of),2019,15plus,a
Micronesia (Federated States of),2019,15plus,a
Micronesia (Federated States of),2019,15plus,f
Micronesia (Federated States of),2019,15plus,f
Micronesia (Federated States of),2019,15plus,m
Micronesia (Federated States of),2019,15plus,m
Micronesia (Federated States of),2019,18plus,a
Micronesia (Federated States of),2019,18plus,f
Micronesia (Federated States of),2019,18plus,m
Micronesia (Federated States of),2019,25-34,f
Micronesia (Federated States of),2019,25-34,m
Micronesia (Federated States of),2019,35-44,f
Micronesia (Federated States of),2019,35-44,m
Micronesia (Federated States of),2019,45-54,f
Micronesia (Federated States of),2019,45-54,m
Micronesia (Federated States of),2019,14-May,f
Micronesia (Federated States of),2019,14-May,m
Micronesia (Federated States of),2019,55-64,f
Micronesia (Federated States of),2019,55-64,m
Micronesia (Federated States of),2019,65plus,f
Micronesia (Federated States of),2019,65plus,m
Micronesia (Federated States of),2019,all,a
Micronesia (Federated States of),2019,all,f
Micronesia (Federated States of),2019,all,m
Monaco,2019,0-14,a
Monaco,2019,0-14,f
Monaco,2019,0-14,m
Monaco,2019,0-4,f
Monaco,2019,0-4,m
Monaco,2019,15-24,f
Monaco,2019,15-24,m
Monaco,2019,15plus,a
Monaco,2019,15plus,f
Monaco,2019,15plus,m
Monaco,2019,25-34,f
Monaco,2019,25-34,m
Monaco,2019,35-44,f
Monaco,2019,35-44,m
Monaco,2019,45-54,f
Monaco,2019,45-54,m
Monaco,2019,14-May,f
Monaco,2019,14-May,m
Monaco,2019,55-64,f
Monaco,2019,55-64,m
Monaco,2019,65plus,f
Monaco,2019,65plus,m
Monaco,2019,all,a
Monaco,2019,all,f
Monaco,2019,all,m
Mongolia,2019,0-14,a
Mongolia,2019,0-14,f
Mongolia,2019,0-14,m
Mongolia,2019,0-4,f
Mongolia,2019,0-4,m
Mongolia,2019,15-24,f
Mongolia,2019,15-24,m
Mongolia,2019,15plus,a
Mongolia,2019,15plus,a
Mongolia,2019,15plus,a
Mongolia,2019,15plus,f
Mongolia,2019,15plus,f
Mongolia,2019,15plus,f
Mongolia,2019,15plus,m
Mongolia,2019,15plus,m
Mongolia,2019,15plus,m
Mongolia,2019,18plus,a
Mongolia,2019,18plus,f
Mongolia,2019,18plus,m
Mongolia,2019,25-34,f
Mongolia,2019,25-34,m
Mongolia,2019,35-44,f
Mongolia,2019,35-44,m
Mongolia,2019,45-54,f
Mongolia,2019,45-54,m
Mongolia,2019,14-May,f
Mongolia,2019,14-May,m
Mongolia,2019,55-64,f
Mongolia,2019,55-64,m
Mongolia,2019,65plus,f
Mongolia,2019,65plus,m
Mongolia,2019,all,a
Mongolia,2019,all,a
Mongolia,2019,all,a
Mongolia,2019,all,f
Mongolia,2019,all,m
Montenegro,2019,0-14,a
Montenegro,2019,0-14,f
Montenegro,2019,0-14,m
Montenegro,2019,0-4,f
Montenegro,2019,0-4,m
Montenegro,2019,15-24,f
Montenegro,2019,15-24,m
Montenegro,2019,15plus,a
Montenegro,2019,15plus,a
Montenegro,2019,15plus,f
Montenegro,2019,15plus,f
Montenegro,2019,15plus,m
Montenegro,2019,15plus,m
Montenegro,2019,18plus,a
Montenegro,2019,18plus,f
Montenegro,2019,18plus,m
Montenegro,2019,25-34,f
Montenegro,2019,25-34,m
Montenegro,2019,35-44,f
Montenegro,2019,35-44,m
Montenegro,2019,45-54,f
Montenegro,2019,45-54,m
Montenegro,2019,14-May,f
Montenegro,2019,14-May,m
Montenegro,2019,55-64,f
Montenegro,2019,55-64,m
Montenegro,2019,65plus,f
Montenegro,2019,65plus,m
Montenegro,2019,all,a
Montenegro,2019,all,a
Montenegro,2019,all,a
Montenegro,2019,all,f
Montenegro,2019,all,m
Montserrat,2019,0-14,a
Montserrat,2019,0-14,f
Montserrat,2019,0-14,m
Montserrat,2019,0-4,f
Montserrat,2019,0-4,m
Montserrat,2019,15-24,f
Montserrat,2019,15-24,m
Montserrat,2019,15plus,a
Montserrat,2019,15plus,f
Montserrat,2019,15plus,m
Montserrat,2019,25-34,f
Montserrat,2019,25-34,m
Montserrat,2019,35-44,f
Montserrat,2019,35-44,m
Montserrat,2019,45-54,f
Montserrat,2019,45-54,m
Montserrat,2019,14-May,f
Montserrat,2019,14-May,m
Montserrat,2019,55-64,f
Montserrat,2019,55-64,m
Montserrat,2019,65plus,f
Montserrat,2019,65plus,m
Montserrat,2019,all,a
Montserrat,2019,all,f
Montserrat,2019,all,m
Morocco,2019,0-14,a
Morocco,2019,0-14,f
Morocco,2019,0-14,m
Morocco,2019,0-4,f
Morocco,2019,0-4,m
Morocco,2019,15-24,f
Morocco,2019,15-24,m
Morocco,2019,15plus,a
Morocco,2019,15plus,a
Morocco,2019,15plus,a
Morocco,2019,15plus,f
Morocco,2019,15plus,f
Morocco,2019,15plus,f
Morocco,2019,15plus,m
Morocco,2019,15plus,m
Morocco,2019,15plus,m
Morocco,2019,18plus,a
Morocco,2019,18plus,f
Morocco,2019,18plus,m
Morocco,2019,25-34,f
Morocco,2019,25-34,m
Morocco,2019,35-44,f
Morocco,2019,35-44,m
Morocco,2019,45-54,f
Morocco,2019,45-54,m
Morocco,2019,14-May,f
Morocco,2019,14-May,m
Morocco,2019,55-64,f
Morocco,2019,55-64,m
Morocco,2019,65plus,f
Morocco,2019,65plus,m
Morocco,2019,all,a
Morocco,2019,all,a
Morocco,2019,all,a
Morocco,2019,all,f
Morocco,2019,all,m
Mozambique,2019,0-14,a
Mozambique,2019,0-14,f
Mozambique,2019,0-14,m
Mozambique,2019,0-4,f
Mozambique,2019,0-4,m
Mozambique,2019,15-24,f
Mozambique,2019,15-24,m
Mozambique,2019,15plus,a
Mozambique,2019,15plus,a
Mozambique,2019,15plus,a
Mozambique,2019,15plus,f
Mozambique,2019,15plus,f
Mozambique,2019,15plus,f
Mozambique,2019,15plus,m
Mozambique,2019,15plus,m
Mozambique,2019,15plus,m
Mozambique,2019,18plus,a
Mozambique,2019,18plus,f
Mozambique,2019,18plus,m
Mozambique,2019,25-34,f
Mozambique,2019,25-34,m
Mozambique,2019,35-44,f
Mozambique,2019,35-44,m
Mozambique,2019,45-54,f
Mozambique,2019,45-54,m
Mozambique,2019,14-May,f
Mozambique,2019,14-May,m
Mozambique,2019,55-64,f
Mozambique,2019,55-64,m
Mozambique,2019,65plus,f
Mozambique,2019,65plus,m
Mozambique,2019,all,a
Mozambique,2019,all,a
Mozambique,2019,all,a
Mozambique,2019,all,f
Mozambique,2019,all,m
Myanmar,2019,0-14,a
Myanmar,2019,0-14,f
Myanmar,2019,0-14,m
Myanmar,2019,0-4,f
Myanmar,2019,0-4,m
Myanmar,2019,15-24,f
Myanmar,2019,15-24,m
Myanmar,2019,15plus,a
Myanmar,2019,15plus,a
Myanmar,2019,15plus,a
Myanmar,2019,15plus,f
Myanmar,2019,15plus,f
Myanmar,2019,15plus,f
Myanmar,2019,15plus,m
Myanmar,2019,15plus,m
Myanmar,2019,15plus,m
Myanmar,2019,18plus,a
Myanmar,2019,18plus,f
Myanmar,2019,18plus,m
Myanmar,2019,25-34,f
Myanmar,2019,25-34,m
Myanmar,2019,35-44,f
Myanmar,2019,35-44,m
Myanmar,2019,45-54,f
Myanmar,2019,45-54,m
Myanmar,2019,14-May,f
Myanmar,2019,14-May,m
Myanmar,2019,55-64,f
Myanmar,2019,55-64,m
Myanmar,2019,65plus,f
Myanmar,2019,65plus,m
Myanmar,2019,all,a
Myanmar,2019,all,a
Myanmar,2019,all,a
Myanmar,2019,all,f
Myanmar,2019,all,m
Namibia,2019,0-14,a
Namibia,2019,0-14,f
Namibia,2019,0-14,m
Namibia,2019,0-4,f
Namibia,2019,0-4,m
Namibia,2019,15-24,f
Namibia,2019,15-24,m
Namibia,2019,15plus,a
Namibia,2019,15plus,a
Namibia,2019,15plus,a
Namibia,2019,15plus,f
Namibia,2019,15plus,f
Namibia,2019,15plus,f
Namibia,2019,15plus,m
Namibia,2019,15plus,m
Namibia,2019,15plus,m
Namibia,2019,18plus,a
Namibia,2019,18plus,f
Namibia,2019,18plus,m
Namibia,2019,25-34,f
Namibia,2019,25-34,m
Namibia,2019,35-44,f
Namibia,2019,35-44,m
Namibia,2019,45-54,f
Namibia,2019,45-54,m
Namibia,2019,14-May,f
Namibia,2019,14-May,m
Namibia,2019,55-64,f
Namibia,2019,55-64,m
Namibia,2019,65plus,f
Namibia,2019,65plus,m
Namibia,2019,all,a
Namibia,2019,all,a
Namibia,2019,all,a
Namibia,2019,all,f
Namibia,2019,all,m
Nauru,2019,0-14,a
Nauru,2019,0-14,f
Nauru,2019,0-14,m
Nauru,2019,0-4,f
Nauru,2019,0-4,m
Nauru,2019,15-24,f
Nauru,2019,15-24,m
Nauru,2019,15plus,a
Nauru,2019,15plus,a
Nauru,2019,15plus,a
Nauru,2019,15plus,f
Nauru,2019,15plus,f
Nauru,2019,15plus,f
Nauru,2019,15plus,m
Nauru,2019,15plus,m
Nauru,2019,15plus,m
Nauru,2019,18plus,a
Nauru,2019,18plus,f
Nauru,2019,18plus,m
Nauru,2019,25-34,f
Nauru,2019,25-34,m
Nauru,2019,35-44,f
Nauru,2019,35-44,m
Nauru,2019,45-54,f
Nauru,2019,45-54,m
Nauru,2019,14-May,f
Nauru,2019,14-May,m
Nauru,2019,55-64,f
Nauru,2019,55-64,m
Nauru,2019,65plus,f
Nauru,2019,65plus,m
Nauru,2019,all,a
Nauru,2019,all,f
Nauru,2019,all,m
Nepal,2019,0-14,a
Nepal,2019,0-14,f
Nepal,2019,0-14,m
Nepal,2019,0-4,f
Nepal,2019,0-4,m
Nepal,2019,15-24,f
Nepal,2019,15-24,m
Nepal,2019,15plus,a
Nepal,2019,15plus,a
Nepal,2019,15plus,a
Nepal,2019,15plus,f
Nepal,2019,15plus,f
Nepal,2019,15plus,f
Nepal,2019,15plus,m
Nepal,2019,15plus,m
Nepal,2019,15plus,m
Nepal,2019,18plus,a
Nepal,2019,18plus,f
Nepal,2019,18plus,m
Nepal,2019,25-34,f
Nepal,2019,25-34,m
Nepal,2019,35-44,f
Nepal,2019,35-44,m
Nepal,2019,45-54,f
Nepal,2019,45-54,m
Nepal,2019,14-May,f
Nepal,2019,14-May,m
Nepal,2019,55-64,f
Nepal,2019,55-64,m
Nepal,2019,65plus,f
Nepal,2019,65plus,m
Nepal,2019,all,a
Nepal,2019,all,a
Nepal,2019,all,a
Nepal,2019,all,f
Nepal,2019,all,m
Netherlands,2019,0-14,a
Netherlands,2019,0-14,f
Netherlands,2019,0-14,m
Netherlands,2019,0-4,f
Netherlands,2019,0-4,m
Netherlands,2019,15-24,f
Netherlands,2019,15-24,m
Netherlands,2019,15plus,a
Netherlands,2019,15plus,a
Netherlands,2019,15plus,a
Netherlands,2019,15plus,f
Netherlands,2019,15plus,f
Netherlands,2019,15plus,f
Netherlands,2019,15plus,m
Netherlands,2019,15plus,m
Netherlands,2019,15plus,m
Netherlands,2019,18plus,a
Netherlands,2019,18plus,f
Netherlands,2019,18plus,m
Netherlands,2019,25-34,f
Netherlands,2019,25-34,m
Netherlands,2019,35-44,f
Netherlands,2019,35-44,m
Netherlands,2019,45-54,f
Netherlands,2019,45-54,m
Netherlands,2019,14-May,f
Netherlands,2019,14-May,m
Netherlands,2019,55-64,f
Netherlands,2019,55-64,m
Netherlands,2019,65plus,f
Netherlands,2019,65plus,m
Netherlands,2019,all,a
Netherlands,2019,all,a
Netherlands,2019,all,a
Netherlands,2019,all,f
Netherlands,2019,all,m
New Caledonia,2019,0-14,a
New Caledonia,2019,0-14,f
New Caledonia,2019,0-14,m
New Caledonia,2019,0-4,f
New Caledonia,2019,0-4,m
New Caledonia,2019,15-24,f
New Caledonia,2019,15-24,m
New Caledonia,2019,15plus,a
New Caledonia,2019,15plus,f
New Caledonia,2019,15plus,m
New Caledonia,2019,25-34,f
New Caledonia,2019,25-34,m
