country,year,age_group,sex
New Caledonia,2019,35-44,f
New Caledonia,2019,35-44,m
New Caledonia,2019,45-54,f
New Caledonia,2019,45-54,m
New Caledonia,2019,14-May,f
New Caledonia,2019,14-May,m
New Caledonia,2019,55-64,f
New Caledonia,2019,55-64,m
New Caledonia,2019,65plus,f
New Caledonia,2019,65plus,m
New Caledonia,2019,all,a
New Caledonia,2019,all,a
New Caledonia,2019,all,f
New Caledonia,2019,all,m
New Zealand,2019,0-14,a
New Zealand,2019,0-14,f
New Zealand,2019,0-14,m
New Zealand,2019,0-4,f
New Zealand,2019,0-4,m
New Zealand,2019,15-24,f
New Zealand,2019,15-24,m
New Zealand,2019,15plus,a
New Zealand,2019,15plus,a
New Zealand,2019,15plus,a
New Zealand,2019,15plus,f
New Zealand,2019,15plus,f
New Zealand,2019,15plus,f
New Zealand,2019,15plus,m
New Zealand,2019,15plus,m
New Zealand,2019,15plus,m
New Zealand,2019,18plus,a
New Zealand,2019,18plus,f
New Zealand,2019,18plus,m
New Zealand,2019,25-34,f
New Zealand,2019,25-34,m
New Zealand,2019,35-44,f
New Zealand,2019,35-44,m
New Zealand,2019,45-54,f
New Zealand,2019,45-54,m
New Zealand,2019,14-May,f
New Zealand,2019,14-May,m
New Zealand,2019,55-64,f
New Zealand,2019,55-64,m
New Zealand,2019,65plus,f
New Zealand,2019,65plus,m
New Zealand,2019,all,a
New Zealand,2019,all,a
New Zealand,2019,all,a
New Zealand,2019,all,f
New Zealand,2019,all,m
Nicaragua,2019,0-14,a
Nicaragua,2019,0-14,f
Nicaragua,2019,0-14,m
Nicaragua,2019,0-4,f
Nicaragua,2019,0-4,m
Nicaragua,2019,15-24,f
Nicaragua,2019,15-24,m
Nicaragua,2019,15plus,a
Nicaragua,2019,15plus,a
Nicaragua,2019,15plus,f
Nicaragua,2019,15plus,f
Nicaragua,2019,15plus,m
Nicaragua,2019,15plus,m
Nicaragua,2019,18plus,a
Nicaragua,2019,18plus,f
Nicaragua,2019,18plus,m
Nicaragua,2019,25-34,f
Nicaragua,2019,25-34,m
Nicaragua,2019,35-44,f
Nicaragua,2019,35-44,m
Nicaragua,2019,45-54,f
Nicaragua,2019,45-54,m
Nicaragua,2019,14-May,f
Nicaragua,2019,14-May,m
Nicaragua,2019,55-64,f
Nicaragua,2019,55-64,m
Nicaragua,2019,65plus,f
Nicaragua,2019,65plus,m
Nicaragua,2019,all,a
Nicaragua,2019,all,a
Nicaragua,2019,all,a
Nicaragua,2019,all,f
Nicaragua,2019,all,m
Niger,2019,0-14,a
Niger,2019,0-14,f
Niger,2019,0-14,m
Niger,2019,0-4,f
Niger,2019,0-4,m
Niger,2019,15-24,f
Niger,2019,15-24,m
Niger,2019,15plus,a
Niger,2019,15plus,a
Niger,2019,15plus,a
Niger,2019,15plus,f
Niger,2019,15plus,f
Niger,2019,15plus,f
Niger,2019,15plus,m
Niger,2019,15plus,m
Niger,2019,15plus,m
Niger,2019,18plus,a
Niger,2019,18plus,f
Niger,2019,18plus,m
Niger,2019,25-34,f
Niger,2019,25-34,m
Niger,2019,35-44,f
Niger,2019,35-44,m
Niger,2019,45-54,f
Niger,2019,45-54,m
Niger,2019,14-May,f
Niger,2019,14-May,m
Niger,2019,55-64,f
Niger,2019,55-64,m
Niger,2019,65plus,f
Niger,2019,65plus,m
Niger,2019,all,a
Niger,2019,all,a
Niger,2019,all,a
Niger,2019,all,f
Niger,2019,all,m
Nigeria,2019,0-14,a
Nigeria,2019,0-14,f
Nigeria,2019,0-14,m
Nigeria,2019,0-4,f
Nigeria,2019,0-4,m
Nigeria,2019,15-24,f
Nigeria,2019,15-24,m
Nigeria,2019,15plus,a
Nigeria,2019,15plus,a
Nigeria,2019,15plus,a
Nigeria,2019,15plus,f
Nigeria,2019,15plus,f
Nigeria,2019,15plus,f
Nigeria,2019,15plus,m
Nigeria,2019,15plus,m
Nigeria,2019,15plus,m
Nigeria,2019,18plus,a
Nigeria,2019,18plus,f
Nigeria,2019,18plus,m
Nigeria,2019,25-34,f
Nigeria,2019,25-34,m
Nigeria,2019,35-44,f
Nigeria,2019,35-44,m
Nigeria,2019,45-54,f
Nigeria,2019,45-54,m
Nigeria,2019,14-May,f
Nigeria,2019,14-May,m
Nigeria,2019,55-64,f
Nigeria,2019,55-64,m
Nigeria,2019,65plus,f
Nigeria,2019,65plus,m
Nigeria,2019,all,a
Nigeria,2019,all,a
Nigeria,2019,all,a
Nigeria,2019,all,f
Nigeria,2019,all,m
Niue,2019,0-14,a
Niue,2019,0-14,f
Niue,2019,0-14,m
Niue,2019,0-4,f
Niue,2019,0-4,m
Niue,2019,15-24,f
Niue,2019,15-24,m
Niue,2019,15plus,a
Niue,2019,15plus,a
Niue,2019,15plus,f
Niue,2019,15plus,f
Niue,2019,15plus,m
Niue,2019,15plus,m
Niue,2019,18plus,a
Niue,2019,18plus,f
Niue,2019,18plus,m
Niue,2019,25-34,f
Niue,2019,25-34,m
Niue,2019,35-44,f
Niue,2019,35-44,m
Niue,2019,45-54,f
Niue,2019,45-54,m
Niue,2019,14-May,f
Niue,2019,14-May,m
Niue,2019,55-64,f
Niue,2019,55-64,m
Niue,2019,65plus,f
Niue,2019,65plus,m
Niue,2019,all,a
Niue,2019,all,f
Niue,2019,all,m
North Macedonia,2019,0-14,a
North Macedonia,2019,0-14,f
North Macedonia,2019,0-14,m
North Macedonia,2019,0-4,f
North Macedonia,2019,0-4,m
North Macedonia,2019,15-24,f
North Macedonia,2019,15-24,m
North Macedonia,2019,15plus,a
North Macedonia,2019,15plus,a
North Macedonia,2019,15plus,f
North Macedonia,2019,15plus,f
North Macedonia,2019,15plus,m
North Macedonia,2019,15plus,m
North Macedonia,2019,18plus,a
North Macedonia,2019,18plus,f
North Macedonia,2019,18plus,m
North Macedonia,2019,25-34,f
North Macedonia,2019,25-34,m
North Macedonia,2019,35-44,f
North Macedonia,2019,35-44,m
North Macedonia,2019,45-54,f
North Macedonia,2019,45-54,m
North Macedonia,2019,14-May,f
North Macedonia,2019,14-May,m
North Macedonia,2019,55-64,f
North Macedonia,2019,55-64,m
North Macedonia,2019,65plus,f
North Macedonia,2019,65plus,m
North Macedonia,2019,all,a
North Macedonia,2019,all,a
North Macedonia,2019,all,a
North Macedonia,2019,all,f
North Macedonia,2019,all,m
Northern Mariana Islands,2019,0-14,a
Northern Mariana Islands,2019,0-14,f
Northern Mariana Islands,2019,0-14,m
Northern Mariana Islands,2019,0-4,f
Northern Mariana Islands,2019,0-4,m
Northern Mariana Islands,2019,15-24,f
Northern Mariana Islands,2019,15-24,m
Northern Mariana Islands,2019,15plus,a
Northern Mariana Islands,2019,15plus,f
Northern Mariana Islands,2019,15plus,m
Northern Mariana Islands,2019,25-34,f
Northern Mariana Islands,2019,25-34,m
Northern Mariana Islands,2019,35-44,f
Northern Mariana Islands,2019,35-44,m
Northern Mariana Islands,2019,45-54,f
Northern Mariana Islands,2019,45-54,m
Northern Mariana Islands,2019,14-May,f
Northern Mariana Islands,2019,14-May,m
Northern Mariana Islands,2019,55-64,f
Northern Mariana Islands,2019,55-64,m
Northern Mariana Islands,2019,65plus,f
Northern Mariana Islands,2019,65plus,m
Northern Mariana Islands,2019,all,a
Northern Mariana Islands,2019,all,f
Northern Mariana Islands,2019,all,m
Norway,2019,0-14,a
Norway,2019,0-14,f
Norway,2019,0-14,m
Norway,2019,0-4,f
Norway,2019,0-4,m
Norway,2019,15-24,f
Norway,2019,15-24,m
Norway,2019,15plus,a
Norway,2019,15plus,a
Norway,2019,15plus,a
Norway,2019,15plus,f
Norway,2019,15plus,f
Norway,2019,15plus,f
Norway,2019,15plus,m
Norway,2019,15plus,m
Norway,2019,15plus,m
Norway,2019,18plus,a
Norway,2019,18plus,f
Norway,2019,18plus,m
Norway,2019,25-34,f
Norway,2019,25-34,m
Norway,2019,35-44,f
Norway,2019,35-44,m
Norway,2019,45-54,f
Norway,2019,45-54,m
Norway,2019,14-May,f
Norway,2019,14-May,m
Norway,2019,55-64,f
Norway,2019,55-64,m
Norway,2019,65plus,f
Norway,2019,65plus,m
Norway,2019,all,a
Norway,2019,all,a
Norway,2019,all,a
Norway,2019,all,f
Norway,2019,all,m
"occupied Palestinian territory, including east Jerusalem",2019,0-14,a
"occupied Palestinian territory, including east Jerusalem",2019,0-14,f
"occupied Palestinian territory, including east Jerusalem",2019,0-14,m
"occupied Palestinian territory, including east Jerusalem",2019,0-4,f
"occupied Palestinian territory, including east Jerusalem",2019,0-4,m
"occupied Palestinian territory, including east Jerusalem",2019,15-24,f
"occupied Palestinian territory, including east Jerusalem",2019,15-24,m
"occupied Palestinian territory, including east Jerusalem",2019,15plus,a
"occupied Palestinian territory, including east Jerusalem",2019,15plus,f
"occupied Palestinian territory, including east Jerusalem",2019,15plus,m
"occupied Palestinian territory, including east Jerusalem",2019,25-34,f
"occupied Palestinian territory, including east Jerusalem",2019,25-34,m
"occupied Palestinian territory, including east Jerusalem",2019,35-44,f
"occupied Palestinian territory, including east Jerusalem",2019,35-44,m
"occupied Palestinian territory, including east Jerusalem",2019,45-54,f
"occupied Palestinian territory, including east Jerusalem",2019,45-54,m
"occupied Palestinian territory, including east Jerusalem",2019,14-May,f
"occupied Palestinian territory, including east Jerusalem",2019,14-May,m
"occupied Palestinian territory, including east Jerusalem",2019,55-64,f
"occupied Palestinian territory, including east Jerusalem",2019,55-64,m
"occupied Palestinian territory, including east Jerusalem",2019,65plus,f
"occupied Palestinian territory, including east Jerusalem",2019,65plus,m
"occupied Palestinian territory, including east Jerusalem",2019,all,a
"occupied Palestinian territory, including east Jerusalem",2019,all,f
"occupied Palestinian territory, including east Jerusalem",2019,all,m
Oman,2019,0-14,a
Oman,2019,0-14,f
Oman,2019,0-14,m
Oman,2019,0-4,f
Oman,2019,0-4,m
Oman,2019,15-24,f
Oman,2019,15-24,m
Oman,2019,15plus,a
Oman,2019,15plus,a
Oman,2019,15plus,a
Oman,2019,15plus,f
Oman,2019,15plus,f
Oman,2019,15plus,f
Oman,2019,15plus,m
Oman,2019,15plus,m
Oman,2019,15plus,m
Oman,2019,18plus,a
Oman,2019,18plus,f
Oman,2019,18plus,m
Oman,2019,25-34,f
Oman,2019,25-34,m
Oman,2019,35-44,f
Oman,2019,35-44,m
Oman,2019,45-54,f
Oman,2019,45-54,m
Oman,2019,14-May,f
Oman,2019,14-May,m
Oman,2019,55-64,f
Oman,2019,55-64,m
Oman,2019,65plus,f
Oman,2019,65plus,m
Oman,2019,all,a
Oman,2019,all,a
Oman,2019,all,a
Oman,2019,all,f
Oman,2019,all,m
Pakistan,2019,0-14,a
Pakistan,2019,0-14,f
Pakistan,2019,0-14,m
Pakistan,2019,0-4,f
Pakistan,2019,0-4,m
Pakistan,2019,15-24,f
Pakistan,2019,15-24,m
Pakistan,2019,15plus,a
Pakistan,2019,15plus,a
Pakistan,2019,15plus,a
Pakistan,2019,15plus,f
Pakistan,2019,15plus,f
Pakistan,2019,15plus,f
Pakistan,2019,15plus,m
Pakistan,2019,15plus,m
Pakistan,2019,15plus,m
Pakistan,2019,18plus,a
Pakistan,2019,18plus,f
Pakistan,2019,18plus,m
Pakistan,2019,25-34,f
Pakistan,2019,25-34,m
Pakistan,2019,35-44,f
Pakistan,2019,35-44,m
Pakistan,2019,45-54,f
Pakistan,2019,45-54,m
Pakistan,2019,14-May,f
Pakistan,2019,14-May,m
Pakistan,2019,55-64,f
Pakistan,2019,55-64,m
Pakistan,2019,65plus,f
Pakistan,2019,65plus,m
Pakistan,2019,all,a
Pakistan,2019,all,a
Pakistan,2019,all,a
Pakistan,2019,all,f
Pakistan,2019,all,m
Palau,2019,0-14,a
Palau,2019,0-14,f
Palau,2019,0-14,m
Palau,2019,0-4,f
Palau,2019,0-4,m
Palau,2019,15-24,f
Palau,2019,15-24,m
Palau,2019,15plus,a
Palau,2019,15plus,a
Palau,2019,15plus,a
Palau,2019,15plus,f
Palau,2019,15plus,f
Palau,2019,15plus,f
Palau,2019,15plus,m
Palau,2019,15plus,m
Palau,2019,15plus,m
Palau,2019,18plus,a
Palau,2019,18plus,f
Palau,2019,18plus,m
Palau,2019,25-34,f
Palau,2019,25-34,m
Palau,2019,35-44,f
Palau,2019,35-44,m
Palau,2019,45-54,f
Palau,2019,45-54,m
Palau,2019,14-May,f
Palau,2019,14-May,m
Palau,2019,55-64,f
Palau,2019,55-64,m
Palau,2019,65plus,f
Palau,2019,65plus,m
Palau,2019,all,a
Palau,2019,all,f
Palau,2019,all,m
Panama,2019,0-14,a
Panama,2019,0-14,f
Panama,2019,0-14,m
Panama,2019,0-4,f
Panama,2019,0-4,m
Panama,2019,15-24,f
Panama,2019,15-24,m
Panama,2019,15plus,a
Panama,2019,15plus,a
Panama,2019,15plus,a
Panama,2019,15plus,f
Panama,2019,15plus,f
Panama,2019,15plus,f
Panama,2019,15plus,m
Panama,2019,15plus,m
Panama,2019,15plus,m
Panama,2019,18plus,a
Panama,2019,18plus,f
Panama,2019,18plus,m
Panama,2019,25-34,f
Panama,2019,25-34,m
Panama,2019,35-44,f
Panama,2019,35-44,m
Panama,2019,45-54,f
Panama,2019,45-54,m
Panama,2019,14-May,f
Panama,2019,14-May,m
Panama,2019,55-64,f
Panama,2019,55-64,m
Panama,2019,65plus,f
Panama,2019,65plus,m
Panama,2019,all,a
Panama,2019,all,a
Panama,2019,all,a
Panama,2019,all,f
Panama,2019,all,m
Papua New Guinea,2019,0-14,a
Papua New Guinea,2019,0-14,f
Papua New Guinea,2019,0-14,m
Papua New Guinea,2019,0-4,f
Papua New Guinea,2019,0-4,m
Papua New Guinea,2019,15-24,f
Papua New Guinea,2019,15-24,m
Papua New Guinea,2019,15plus,a
Papua New Guinea,2019,15plus,a
Papua New Guinea,2019,15plus,f
Papua New Guinea,2019,15plus,f
Papua New Guinea,2019,15plus,m
Papua New Guinea,2019,15plus,m
Papua New Guinea,2019,18plus,a
Papua New Guinea,2019,18plus,f
Papua New Guinea,2019,18plus,m
Papua New Guinea,2019,25-34,f
Papua New Guinea,2019,25-34,m
Papua New Guinea,2019,35-44,f
Papua New Guinea,2019,35-44,m
Papua New Guinea,2019,45-54,f
Papua New Guinea,2019,45-54,m
Papua New Guinea,2019,14-May,f
Papua New Guinea,2019,14-May,m
Papua New Guinea,2019,55-64,f
Papua New Guinea,2019,55-64,m
Papua New Guinea,2019,65plus,f
Papua New Guinea,2019,65plus,m
Papua New Guinea,2019,all,a
Papua New Guinea,2019,all,a
Papua New Guinea,2019,all,f
Papua New Guinea,2019,all,m
Paraguay,2019,0-14,a
Paraguay,2019,0-14,f
Paraguay,2019,0-14,m
Paraguay,2019,0-4,f
Paraguay,2019,0-4,m
Paraguay,2019,15-24,f
Paraguay,2019,15-24,m
Paraguay,2019,15plus,a
Paraguay,2019,15plus,a
Paraguay,2019,15plus,a
Paraguay,2019,15plus,f
Paraguay,2019,15plus,f
Paraguay,2019,15plus,f
Paraguay,2019,15plus,m
Paraguay,2019,15plus,m
Paraguay,2019,15plus,m
Paraguay,2019,18plus,a
Paraguay,2019,18plus,f
Paraguay,2019,18plus,m
Paraguay,2019,25-34,f
Paraguay,2019,25-34,m
Paraguay,2019,35-44,f
Paraguay,2019,35-44,m
Paraguay,2019,45-54,f
Paraguay,2019,45-54,m
Paraguay,2019,14-May,f
Paraguay,2019,14-May,m
Paraguay,2019,55-64,f
Paraguay,2019,55-64,m
Paraguay,2019,65plus,f
Paraguay,2019,65plus,m
Paraguay,2019,all,a
Paraguay,2019,all,a
Paraguay,2019,all,a
Paraguay,2019,all,f
Paraguay,2019,all,m
Peru,2019,0-14,a
Peru,2019,0-14,f
Peru,2019,0-14,m
Peru,2019,0-4,f
Peru,2019,0-4,m
Peru,2019,15-24,f
Peru,2019,15-24,m
Peru,2019,15plus,a
Peru,2019,15plus,a
Peru,2019,15plus,a
Peru,2019,15plus,f
Peru,2019,15plus,f
Peru,2019,15plus,f
Peru,2019,15plus,m
Peru,2019,15plus,m
Peru,2019,15plus,m
Peru,2019,18plus,a
Peru,2019,18plus,f
Peru,2019,18plus,m
Peru,2019,25-34,f
Peru,2019,25-34,m
Peru,2019,35-44,f
Peru,2019,35-44,m
Peru,2019,45-54,f
Peru,2019,45-54,m
Peru,2019,14-May,f
Peru,2019,14-May,m
Peru,2019,55-64,f
Peru,2019,55-64,m
Peru,2019,65plus,f
Peru,2019,65plus,m
Peru,2019,all,a
Peru,2019,all,a
Peru,2019,all,a
Peru,2019,all,f
Peru,2019,all,m
Philippines,2019,0-14,a
Philippines,2019,0-14,f
Philippines,2019,0-14,m
Philippines,2019,0-4,f
Philippines,2019,0-4,m
Philippines,2019,15-24,f
Philippines,2019,15-24,m
Philippines,2019,15plus,a
Philippines,2019,15plus,a
Philippines,2019,15plus,a
Philippines,2019,15plus,f
Philippines,2019,15plus,f
Philippines,2019,15plus,f
Philippines,2019,15plus,m
Philippines,2019,15plus,m
Philippines,2019,15plus,m
Philippines,2019,18plus,a
Philippines,2019,18plus,f
Philippines,2019,18plus,m
Philippines,2019,25-34,f
Philippines,2019,25-34,m
Philippines,2019,35-44,f
Philippines,2019,35-44,m
Philippines,2019,45-54,f
Philippines,2019,45-54,m
Philippines,2019,14-May,f
Philippines,2019,14-May,m
Philippines,2019,55-64,f
Philippines,2019,55-64,m
Philippines,2019,65plus,f
Philippines,2019,65plus,m
Philippines,2019,all,a
Philippines,2019,all,a
Philippines,2019,all,a
Philippines,2019,all,f
Philippines,2019,all,m
Poland,2019,0-14,a
Poland,2019,0-14,f
Poland,2019,0-14,m
Poland,2019,0-4,f
Poland,2019,0-4,m
Poland,2019,15-24,f
Poland,2019,15-24,m
Poland,2019,15plus,a
Poland,2019,15plus,a
Poland,2019,15plus,a
Poland,2019,15plus,f
Poland,2019,15plus,f
Poland,2019,15plus,f
Poland,2019,15plus,m
Poland,2019,15plus,m
Poland,2019,15plus,m
Poland,2019,18plus,a
Poland,2019,18plus,f
Poland,2019,18plus,m
Poland,2019,25-34,f
Poland,2019,25-34,m
Poland,2019,35-44,f
Poland,2019,35-44,m
Poland,2019,45-54,f
Poland,2019,45-54,m
Poland,2019,14-May,f
Poland,2019,14-May,m
Poland,2019,55-64,f
Poland,2019,55-64,m
Poland,2019,65plus,f
Poland,2019,65plus,m
Poland,2019,all,a
Poland,2019,all,a
Poland,2019,all,a
Poland,2019,all,f
Poland,2019,all,m
Portugal,2019,0-14,a
Portugal,2019,0-14,f
Portugal,2019,0-14,m
Portugal,2019,0-4,f
Portugal,2019,0-4,m
Portugal,2019,15-24,f
Portugal,2019,15-24,m
Portugal,2019,15plus,a
Portugal,2019,15plus,a
Portugal,2019,15plus,a
Portugal,2019,15plus,f
Portugal,2019,15plus,f
Portugal,2019,15plus,f
Portugal,2019,15plus,m
Portugal,2019,15plus,m
Portugal,2019,15plus,m
Portugal,2019,18plus,a
Portugal,2019,18plus,f
Portugal,2019,18plus,m
Portugal,2019,25-34,f
Portugal,2019,25-34,m
Portugal,2019,35-44,f
Portugal,2019,35-44,m
Portugal,2019,45-54,f
Portugal,2019,45-54,m
Portugal,2019,14-May,f
Portugal,2019,14-May,m
Portugal,2019,55-64,f
Portugal,2019,55-64,m
Portugal,2019,65plus,f
Portugal,2019,65plus,m
Portugal,2019,all,a
Portugal,2019,all,a
Portugal,2019,all,a
Portugal,2019,all,f
Portugal,2019,all,m
Puerto Rico,2019,0-14,a
Puerto Rico,2019,0-14,f
Puerto Rico,2019,0-14,m
Puerto Rico,2019,0-4,f
Puerto Rico,2019,0-4,m
Puerto Rico,2019,15-24,f
Puerto Rico,2019,15-24,m
Puerto Rico,2019,15plus,a
Puerto Rico,2019,15plus,f
Puerto Rico,2019,15plus,m
Puerto Rico,2019,25-34,f
Puerto Rico,2019,25-34,m
Puerto Rico,2019,35-44,f
Puerto Rico,2019,35-44,m
Puerto Rico,2019,45-54,f
Puerto Rico,2019,45-54,m
Puerto Rico,2019,14-May,f
Puerto Rico,2019,14-May,m
Puerto Rico,2019,55-64,f
Puerto Rico,2019,55-64,m
Puerto Rico,2019,65plus,f
Puerto Rico,2019,65plus,m
Puerto Rico,2019,all,a
Puerto Rico,2019,all,f
Puerto Rico,2019,all,m
Qatar,2019,0-14,a
Qatar,2019,0-14,f
Qatar,2019,0-14,m
Qatar,2019,0-4,f
Qatar,2019,0-4,m
Qatar,2019,15-24,f
Qatar,2019,15-24,m
Qatar,2019,15plus,a
Qatar,2019,15plus,a
Qatar,2019,15plus,a
Qatar,2019,15plus,f
Qatar,2019,15plus,f
Qatar,2019,15plus,f
Qatar,2019,15plus,m
Qatar,2019,15plus,m
Qatar,2019,15plus,m
Qatar,2019,18plus,a
Qatar,2019,18plus,f
Qatar,2019,18plus,m
Qatar,2019,25-34,f
Qatar,2019,25-34,m
Qatar,2019,35-44,f
Qatar,2019,35-44,m
Qatar,2019,45-54,f
Qatar,2019,45-54,m
Qatar,2019,14-May,f
Qatar,2019,14-May,m
Qatar,2019,55-64,f
Qatar,2019,55-64,m
Qatar,2019,65plus,f
Qatar,2019,65plus,m
Qatar,2019,all,a
Qatar,2019,all,a
Qatar,2019,all,f
Qatar,2019,all,m
Republic of Korea,2019,0-14,a
Republic of Korea,2019,0-14,f
Republic of Korea,2019,0-14,m
Republic of Korea,2019,0-4,f
Republic of Korea,2019,0-4,m
Republic of Korea,2019,15-24,f
Republic of Korea,2019,15-24,m
Republic of Korea,2019,15plus,a
Republic of Korea,2019,15plus,a
Republic of Korea,2019,15plus,a
Republic of Korea,2019,15plus,f
Republic of Korea,2019,15plus,f
Republic of Korea,2019,15plus,f
Republic of Korea,2019,15plus,m
Republic of Korea,2019,15plus,m
Republic of Korea,2019,15plus,m
Republic of Korea,2019,18plus,a
Republic of Korea,2019,18plus,f
Republic of Korea,2019,18plus,m
Republic of Korea,2019,25-34,f
Republic of Korea,2019,25-34,m
Republic of Korea,2019,35-44,f
Republic of Korea,2019,35-44,m
Republic of Korea,2019,45-54,f
Republic of Korea,2019,45-54,m
Republic of Korea,2019,14-May,f
Republic of Korea,2019,14-May,m
Republic of Korea,2019,55-64,f
Republic of Korea,2019,55-64,m
Republic of Korea,2019,65plus,f
Republic of Korea,2019,65plus,m
Republic of Korea,2019,all,a
Republic of Korea,2019,all,a
Republic of Korea,2019,all,a
Republic of Korea,2019,all,f
Republic of Korea,2019,all,m
Republic of Moldova,2019,0-14,a
Republic of Moldova,2019,0-14,f
Republic of Moldova,2019,0-14,m
Republic of Moldova,2019,0-4,f
Republic of Moldova,2019,0-4,m
Republic of Moldova,2019,15-24,f
Republic of Moldova,2019,15-24,m
Republic of Moldova,2019,15plus,a
Republic of Moldova,2019,15plus,a
Republic of Moldova,2019,15plus,a
Republic of Moldova,2019,15plus,f
Republic of Moldova,2019,15plus,f
Republic of Moldova,2019,15plus,f
Republic of Moldova,2019,15plus,m
Republic of Moldova,2019,15plus,m
Republic of Moldova,2019,15plus,m
Republic of Moldova,2019,18plus,a
Republic of Moldova,2019,18plus,f
Republic of Moldova,2019,18plus,m
Republic of Moldova,2019,25-34,f
Republic of Moldova,2019,25-34,m
Republic of Moldova,2019,35-44,f
Republic of Moldova,2019,35-44,m
Republic of Moldova,2019,45-54,f
Republic of Moldova,2019,45-54,m
Republic of Moldova,2019,14-May,f
Republic of Moldova,2019,14-May,m
Republic of Moldova,2019,55-64,f
Republic of Moldova,2019,55-64,m
Republic of Moldova,2019,65plus,f
Republic of Moldova,2019,65plus,m
Republic of Moldova,2019,all,a
Republic of Moldova,2019,all,a
Republic of Moldova,2019,all,f
Republic of Moldova,2019,all,m
Romania,2019,0-14,a
Romania,2019,0-14,f
Romania,2019,0-14,m
Romania,2019,0-4,f
Romania,2019,0-4,m
Romania,2019,15-24,f
Romania,2019,15-24,m
Romania,2019,15plus,a
Romania,2019,15plus,a
Romania,2019,15plus,a
Romania,2019,15plus,f
Romania,2019,15plus,f
Romania,2019,15plus,f
Romania,2019,15plus,m
Romania,2019,15plus,m
Romania,2019,15plus,m
Romania,2019,18plus,a
Romania,2019,18plus,f
Romania,2019,18plus,m
Romania,2019,25-34,f
Romania,2019,25-34,m
Romania,2019,35-44,f
Romania,2019,35-44,m
Romania,2019,45-54,f
Romania,2019,45-54,m
Romania,2019,14-May,f
Romania,2019,14-May,m
Romania,2019,55-64,f
Romania,2019,55-64,m
Romania,2019,65plus,f
Romania,2019,65plus,m
Romania,2019,all,a
Romania,2019,all,a
Romania,2019,all,a
Romania,2019,all,f
Romania,2019,all,m
Russian Federation,2019,0-14,a
Russian Federation,2019,0-14,f
Russian Federation,2019,0-14,m
Russian Federation,2019,0-4,f
Russian Federation,2019,0-4,m
Russian Federation,2019,15-24,f
Russian Federation,2019,15-24,m
Russian Federation,2019,15plus,a
Russian Federation,2019,15plus,a
Russian Federation,2019,15plus,a
Russian Federation,2019,15plus,f
Russian Federation,2019,15plus,f
Russian Federation,2019,15plus,f
Russian Federation,2019,15plus,m
Russian Federation,2019,15plus,m
Russian Federation,2019,15plus,m
Russian Federation,2019,18plus,a
Russian Federation,2019,18plus,f
Russian Federation,2019,18plus,m
Russian Federation,2019,25-34,f
Russian Federation,2019,25-34,m
Russian Federation,2019,35-44,f
Russian Federation,2019,35-44,m
Russian Federation,2019,45-54,f
Russian Federation,2019,45-54,m
Russian Federation,2019,14-May,f
Russian Federation,2019,14-May,m
Russian Federation,2019,55-64,f
Russian Federation,2019,55-64,m
Russian Federation,2019,65plus,f
Russian Federation,2019,65plus,m
Russian Federation,2019,all,a
Russian Federation,2019,all,a
Russian Federation,2019,all,a
Russian Federation,2019,all,f
Russian Federation,2019,all,m
Rwanda,2019,0-14,a
Rwanda,2019,0-14,f
Rwanda,2019,0-14,m
Rwanda,2019,0-4,f
Rwanda,2019,0-4,m
Rwanda,2019,15-24,f
Rwanda,2019,15-24,m
Rwanda,2019,15plus,a
Rwanda,2019,15plus,a
Rwanda,2019,15plus,a
Rwanda,2019,15plus,f
Rwanda,2019,15plus,f
Rwanda,2019,15plus,f
Rwanda,2019,15plus,m
Rwanda,2019,15plus,m
Rwanda,2019,15plus,m
Rwanda,2019,18plus,a
Rwanda,2019,18plus,f
Rwanda,2019,18plus,m
Rwanda,2019,25-34,f
Rwanda,2019,25-34,m
Rwanda,2019,35-44,f
Rwanda,2019,35-44,m
Rwanda,2019,45-54,f
Rwanda,2019,45-54,m
Rwanda,2019,14-May,f
Rwanda,2019,14-May,m
Rwanda,2019,55-64,f
Rwanda,2019,55-64,m
Rwanda,2019,65plus,f
Rwanda,2019,65plus,m
Rwanda,2019,all,a
Rwanda,2019,all,a
Rwanda,2019,all,a
Rwanda,2019,all,f
Rwanda,2019,all,m
Saint Kitts and Nevis,2019,0-14,a
Saint Kitts and Nevis,2019,0-14,f
Saint Kitts and Nevis,2019,0-14,m
Saint Kitts and Nevis,2019,0-4,f
Saint Kitts and Nevis,2019,0-4,m
Saint Kitts and Nevis,2019,15-24,f
Saint Kitts and Nevis,2019,15-24,m
Saint Kitts and Nevis,2019,15plus,a
Saint Kitts and Nevis,2019,15plus,a
Saint Kitts and Nevis,2019,15plus,f
Saint Kitts and Nevis,2019,15plus,f
Saint Kitts and Nevis,2019,15plus,m
Saint Kitts and Nevis,2019,15plus,m
Saint Kitts and Nevis,2019,18plus,a
Saint Kitts and Nevis,2019,18plus,f
Saint Kitts and Nevis,2019,18plus,m
Saint Kitts and Nevis,2019,25-34,f
Saint Kitts and Nevis,2019,25-34,m
Saint Kitts and Nevis,2019,35-44,f
Saint Kitts and Nevis,2019,35-44,m
Saint Kitts and Nevis,2019,45-54,f
Saint Kitts and Nevis,2019,45-54,m
Saint Kitts and Nevis,2019,14-May,f
Saint Kitts and Nevis,2019,14-May,m
Saint Kitts and Nevis,2019,55-64,f
